Date,Name,FPTS,PTS,3P,AST,TRB,STL,BLK,TOV,DD,TD
20171020,Greg Monroe,14.0,10.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0
20171020,Thon Maker,13.25,2.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0
20171020,John Henson,6.0,5.0,0.0,2.0,6.0,0.0,4.0,1.0,0.0,0.0
20171020,Jimmy Butler,34.25,12.0,2.0,3.0,4.0,1.0,0.0,3.0,0.0,0.0
20171020,Jamal Crawford,21.5,10.0,0.0,5.0,3.0,0.0,1.0,2.0,0.0,0.0
20171020,Jeff Teague,21.0,11.0,1.0,6.0,2.0,1.0,1.0,1.0,0.0,0.0
20171020,Tyus Jones,8.25,3.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0
20171020,Aaron Brooks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20171020,Andrew Wiggins,27.25,26.0,4.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0
20171020,Nemanja Bjelica,16.75,9.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
20171020,Shabazz Muhammad,6.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
20171020,Marcus Georges-Hunt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20171020,Karl-Anthony Towns,41.0,18.0,0.0,1.0,13.0,2.0,1.0,2.0,1.0,0.0
20171020,Taj Gibson,19.0,6.0,0.0,3.0,4.0,1.0,0.0,2.0,0.0,0.0
20171020,Gorgui Dieng,9.0,2.0,0.0,2.0,4.0,1.0,0.0,2.0,0.0,0.0
20171020,Cole Aldrich,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20171020,Jrue Holiday,28.25,4.0,0.0,4.0,6.0,1.0,0.0,2.0,0.0,0.0
20171020,Jordan Crawford,27.0,5.0,1.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0
20171020,Ian Clark,23.75,3.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0
20171020,Charles Cooke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20171020,Dante Cunningham,16.0,7.0,1.0,0.0,9.0,1.0,1.0,0.0,0.0,0.0
20171020,Darius Miller,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
20171020,E'Twaun Moore,5.5,11.0,0.0,4.0,2.0,1.0,0.0,2.0,0.0,0.0
20171020,Tony Allen,2.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0
20171020,Jalen Jones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20171020,Cheick Diallo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20171020,Anthony Davis,70.25,33.0,1.0,0.0,18.0,0.0,1.0,5.0,1.0,0.0
20171020,DeMarcus Cousins,67.5,28.0,3.0,2.0,10.0,0.0,7.0,4.0,1.0,0.0
20171020,D.J. Augustin,22.0,7.0,0.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0
20171020,Elfrid Payton,12.25,13.0,1.0,9.0,3.0,3.0,1.0,4.0,0.0,0.0
20171020,Mario Hezonja,10.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20171020,Shelvin Mack,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20171020,Evan Fournier,44.75,23.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0
20171020,Terrence Ross,24.5,15.0,3.0,4.0,6.0,2.0,0.0,1.0,0.0,0.0
20171020,Jonathan Isaac,19.25,4.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0
20171020,Jonathon Simmons,12.75,12.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
20171020,Arron Afflalo,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20171020,Nikola Vucevic,63.0,19.0,0.0,1.0,12.0,2.0,2.0,1.0,1.0,0.0
20171020,Marreese Speights,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20171020,Bismack Biyombo,5.25,9.0,0.0,0.0,5.0,0.0,2.0,3.0,0.0,0.0
20171020,Ben Simmons,33.75,18.0,0.0,5.0,10.0,2.0,1.0,1.0,1.0,0.0
20171020,Jerryd Bayless,24.75,13.0,3.0,3.0,3.0,1.0,0.0,2.0,0.0,0.0
20171020,Markelle Fultz,13.25,10.0,0.0,1.0,3.0,0.0,1.0,2.0,0.0,0.0
20171020,T.J. McConnell,12.5,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
20171020,Nik Stauskas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20171020,J.J. Redick,27.0,12.0,4.0,4.0,2.0,1.0,0.0,2.0,0.0,0.0
20171020,Robert Covington,19.5,29.0,7.0,1.0,7.0,1.0,2.0,5.0,0.0,0.0
20171020,Justin Anderson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20171020,Joel Embiid,39.0,18.0,0.0,3.0,13.0,0.0,1.0,4.0,1.0,0.0
20171020,Dario Saric,23.5,3.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0
20171020,Amir Johnson,4.0,5.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0
20171020,Jahlil Okafor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20171020,Eric Bledsoe,40.5,15.0,1.0,3.0,4.0,2.0,1.0,5.0,0.0,0.0
20171020,Mike James,17.0,12.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0
20171020,Troy Daniels,3.5,6.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
20171020,Tyler Ulis,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0
20171020,Devin Booker,55.25,12.0,0.0,2.0,5.0,2.0,1.0,0.0,0.0,0.0
20171020,T.J. Warren,43.0,8.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0
20171020,Josh Jackson,14.5,11.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
20171020,Alec Peters,0.0,3.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
20171020,Derrick Jones,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0
20171020,Tyson Chandler,25.25,4.0,0.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0
20171020,Marquese Chriss,20.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0
20171020,Dragan Bender,17.25,2.0,0.0,0.0,7.0,1.0,1.0,2.0,0.0,0.0
20171020,C.J. McCollum,43.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20171020,Damian Lillard,41.25,27.0,4.0,5.0,5.0,1.0,3.0,0.0,0.0,0.0
20171020,Shabazz Napier,2.0,10.0,2.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0
20171020,Al-Farouq Aminu,45.5,5.0,1.0,2.0,12.0,0.0,1.0,1.0,0.0,0.0
20171020,Evan Turner,26.5,12.0,1.0,3.0,4.0,1.0,1.0,2.0,0.0,0.0
20171020,Pat Connaughton,14.25,24.0,4.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0
20171020,Maurice Harkless,12.75,8.0,0.0,2.0,5.0,0.0,1.0,2.0,0.0,0.0
20171020,Jake Layman,1.5,3.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
20171020,Caleb Swanigan,1.5,8.0,1.0,3.0,4.0,1.0,0.0,2.0,0.0,0.0
20171020,Ed Davis,19.75,10.0,0.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0
20171020,Jusuf Nurkic,19.0,11.0,0.0,1.0,11.0,1.0,0.0,5.0,1.0,0.0
20171020,Zach Collins,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20171020,Meyers Leonard,0.0,6.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0
20171020,George Hill,33.25,16.0,1.0,3.0,3.0,0.0,0.0,4.0,0.0,0.0
20171020,De'Aaron Fox,33.0,14.0,0.0,5.0,4.0,0.0,0.0,3.0,0.0,0.0
20171020,Garrett Temple,24.5,5.0,1.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0
20171020,Buddy Hield,25.0,19.0,3.0,4.0,5.0,1.0,0.0,2.0,0.0,0.0
20171020,Vince Carter,10.75,6.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0
20171020,Justin Jackson,6.5,5.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
20171020,Malachi Richardson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20171020,JaKarr Sampson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20171020,Willie Cauley-Stein,28.75,21.0,0.0,1.0,10.0,0.0,3.0,1.0,1.0,0.0
20171020,Skal Labissiere,15.75,12.0,0.0,1.0,10.0,0.0,0.0,5.0,1.0,0.0
20171020,Kosta Koufos,12.25,2.0,0.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0
20171020,Ricky Rubio,44.25,9.0,1.0,10.0,5.0,2.0,0.0,3.0,0.0,0.0
20171020,Donovan Mitchell,8.5,10.0,0.0,4.0,1.0,0.0,1.0,3.0,0.0,0.0
20171020,Alec Burks,4.0,16.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
20171020,Rodney Hood,29.75,6.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
20171020,Joe Ingles,27.75,11.0,3.0,6.0,5.0,2.0,0.0,0.0,0.0,0.0
