Name,Pos,Date,Salary,Starter,Team,FPTS,Value,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FTA,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,DD,TD,USG_perc,DRtg,ORtg,AST_perc,DRB_perc,ORB_perc,BLK_perc,TOV_perc,STL_perc,eFG_perc
Shake Milton,PG/SG,20181217,3000.0,0,PHI,16.0,5.333333333333333,0,SAS,123,PHI,96,8.08,4,7,0.5710000000000001,2,3,0.667,0,0,0.0,3,1,4,0,0,0,0,1,10,0,0,37.4,132.0,143.0,0.0,18.0,33.6,0.0,0.0,0.0,0.7140000000000001
Landry Shamet,PG/SG,20181217,3300.0,0,PHI,4.75,1.4393939393939394,0,SAS,123,PHI,96,17.2,1,6,0.16699999999999998,1,3,0.333,0,0,0.0,0,1,1,0,0,0,0,0,3,0,0,15.1,133.0,54.0,0.0,8.5,0.0,0.0,0.0,0.0,0.25
Wilson Chandler,SF/PF,20181217,3700.0,1,PHI,24.75,6.689189189189189,0,SAS,123,PHI,96,24.28,3,7,0.429,2,5,0.4,2,2,1.0,1,4,5,4,0,1,1,4,10,0,0,15.8,128.0,127.0,23.2,24.0,3.7,3.1,11.3,0.0,0.5710000000000001
J.J. Redick,SG/SF,20181217,5400.0,1,PHI,24.25,4.4907407407407405,0,SAS,123,PHI,96,22.72,7,11,0.636,2,4,0.5,0,0,0.0,0,3,3,1,1,0,0,0,16,0,0,20.9,127.0,137.0,8.4,19.2,0.0,0.0,0.0,2.2,0.727
Jimmy Butler,SG/SF,20181217,7400.0,1,PHI,14.75,1.9932432432432432,0,SAS,123,PHI,96,30.37,3,13,0.231,0,3,0.0,0,0,0.0,1,2,3,2,1,0,0,0,6,0,0,18.5,129.0,62.0,9.0,9.6,3.0,0.0,0.0,1.6,0.231
Furkan Korkmaz,SG/SF,20181217,3900.0,0,PHI,12.0,3.076923076923077,0,SAS,123,PHI,96,17.63,2,8,0.25,1,5,0.2,0,0,0.0,2,2,4,1,0,0,0,2,5,0,0,19.6,132.0,83.0,7.9,16.5,10.3,0.0,0.0,0.0,0.313
Jonah Bolden,PF,20181217,3000.0,0,PHI,4.0,1.3333333333333333,0,SAS,123,PHI,96,9.1,0,2,0.0,0,2,0.0,0,2,0.0,0,0,0,0,0,2,0,1,0,0,0,13.7,114.0,0.0,0.0,0.0,0.0,16.5,0.0,0.0,0.0
Joel Embiid,C,20181217,10600.0,1,PHI,33.75,3.1839622641509435,0,SAS,123,PHI,96,29.03,6,17,0.353,0,6,0.0,1,1,1.0,3,8,11,5,0,0,4,0,13,1,0,31.9,130.0,77.0,27.5,40.1,9.4,0.0,18.7,0.0,0.353
Mike Muscala,PF/C,20181217,3500.0,0,PHI,20.25,5.785714285714286,0,SAS,123,PHI,96,18.33,4,8,0.5,3,4,0.75,0,0,0.0,1,0,1,3,0,1,0,3,11,0,0,18.9,129.0,144.0,26.6,0.0,4.9,4.1,0.0,0.0,0.688
Amir Johnson,PF/C,20181217,3000.0,0,PHI,6.5,2.1666666666666665,0,SAS,123,PHI,96,8.08,1,2,0.5,0,1,0.0,0,0,0.0,0,0,0,3,0,0,0,0,2,0,0,10.7,133.0,140.0,52.3,0.0,0.0,0.0,0.0,0.0,0.5
Devin Booker,PG/SG,20181217,8500.0,1,PHO,54.25,6.382352941176471,0,PHO,128,NYK,110,37.27,11,23,0.478,2,7,0.28600000000000003,14,15,0.933,0,7,7,2,2,0,1,5,38,0,0,35.5,104.0,127.0,7.6,16.1,0.0,0.0,3.3,2.5,0.522
Jamal Crawford,PG/SG,20181217,3500.0,0,PHO,30.5,8.714285714285714,0,PHO,128,NYK,110,26.18,3,9,0.333,0,3,0.0,0,0,0.0,0,2,2,14,1,0,2,0,6,0,0,18.2,110.0,102.0,60.4,6.5,0.0,0.0,18.2,1.8,0.33299999999999996
De'Anthony Melton,PG,20181217,5200.0,1,PHO,9.25,1.7788461538461537,0,PHO,128,NYK,110,20.73,1,4,0.25,1,2,0.5,0,0,0.0,0,1,1,2,1,0,1,1,3,0,0,10.4,110.0,75.0,10.1,4.1,0.0,0.0,20.0,2.2,0.375
Jawun Evans,PG/SG,20181217,3300.0,0,PHO,1.5,0.4545454545454546,0,PHO,128,NYK,110,2.65,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0.0,117.0,219.0,37.7,0.0,0.0,0.0,0.0,0.0,0.0
Troy Daniels,SG,20181217,3400.0,0,PHO,0.0,0.0,0,PHO,128,NYK,110,5.03,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,17.2,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T.J. Warren,SF/PF,20181217,6700.0,1,PHO,45.25,6.753731343283582,0,PHO,128,NYK,110,39.05,11,18,0.611,4,8,0.5,0,0,0.0,0,5,5,1,3,2,1,1,26,0,0,21.1,102.0,127.0,3.6,11.0,0.0,3.8,5.3,3.5,0.722
Josh Jackson,SF/PF,20181217,5300.0,0,PHO,30.25,5.707547169811321,0,PHO,128,NYK,110,25.9,5,9,0.556,2,3,0.667,2,4,0.5,0,7,7,3,0,1,0,3,14,0,0,18.0,104.0,133.0,14.4,23.2,0.0,2.9,0.0,0.0,0.667
Mikal Bridges,SG/SF,20181217,4100.0,1,PHO,18.25,4.451219512195122,0,PHO,128,NYK,110,33.38,3,6,0.5,0,3,0.0,1,2,0.5,0,5,5,2,1,0,0,3,7,0,0,8.9,108.0,110.0,6.6,12.8,0.0,0.0,0.0,1.4,0.5
Deandre Ayton,C,20181217,7000.0,1,PHO,39.25,5.607142857142857,0,PHO,128,NYK,110,29.1,8,14,0.5710000000000001,0,0,0.0,5,5,1.0,4,9,13,1,0,0,2,2,21,1,0,27.1,105.0,125.0,4.7,26.5,17.4,0.0,11.0,0.0,0.5710000000000001
Richaun Holmes,PF/C,20181217,4000.0,0,PHO,23.5,5.875,0,PHO,128,NYK,110,18.9,6,7,0.857,0,0,0.0,1,1,1.0,0,4,4,1,0,2,0,4,13,0,0,17.0,103.0,173.0,7.8,18.1,0.0,7.9,0.0,0.0,0.857
Dragan Bender,PF/C,20181217,3000.0,0,PHO,0.0,0.0,0,PHO,128,NYK,110,1.8,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Anderson,PF/C,20181217,3000.0,0,PHO,0.0,0.0,0,PHO,128,NYK,110,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Moreland,PF/C,20181217,3000.0,0,PHO,0.0,0.0,0,PHO,128,NYK,110,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Damian Lillard,PG,20181217,8800.0,1,POR,57.75,6.562499999999999,0,POR,131,LAC,127,35.5,11,20,0.55,6,7,0.857,11,13,0.846,0,3,3,6,2,0,2,4,39,0,0,33.9,125.0,146.0,25.3,11.6,0.0,0.0,7.2,2.7,0.7
Seth Curry,PG/SG,20181217,3000.0,0,POR,2.5,0.8333333333333334,0,POR,131,LAC,127,13.52,0,4,0.0,0,1,0.0,0,0,0.0,0,2,2,0,0,0,0,3,0,0,0,12.8,130.0,0.0,0.0,20.3,0.0,0.0,0.0,0.0,0.0
Wade Baldwin,PG/SG,20181217,3000.0,0,POR,0.0,0.0,0,POR,131,LAC,127,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al-Farouq Aminu,SF/PF,20181217,4700.0,1,POR,25.5,5.425531914893617,0,POR,131,LAC,127,33.18,3,5,0.6,1,3,0.333,1,1,1.0,2,8,10,3,0,0,0,1,8,0,0,7.1,128.0,168.0,10.2,33.1,8.3,0.0,0.0,0.0,0.7
Maurice Harkless,SF/PF,20181217,3500.0,1,POR,23.5,6.714285714285714,0,POR,131,LAC,127,29.57,5,7,0.7140000000000001,1,2,0.5,2,2,1.0,0,4,4,1,1,1,1,5,13,0,0,13.0,124.0,144.0,4.2,18.6,0.0,2.9,11.3,1.6,0.7859999999999999
Evan Turner,SG/SF,20181217,4300.0,0,POR,14.5,3.372093023255814,0,POR,131,LAC,127,22.5,4,6,0.667,0,0,0.0,2,2,1.0,0,2,2,2,0,0,2,1,10,0,0,17.1,131.0,116.0,11.1,12.2,0.0,0.0,22.5,0.0,0.667
Nik Stauskas,SG/SF,20181217,3100.0,0,POR,9.5,3.064516129032258,0,POR,131,LAC,127,14.62,3,6,0.5,0,1,0.0,0,0,0.0,0,2,2,1,0,0,1,2,6,0,0,20.8,130.0,89.0,8.8,18.8,0.0,0.0,14.3,0.0,0.5
Jake Layman,SF/PF,20181217,3300.0,0,POR,0.0,0.0,0,POR,131,LAC,127,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jusuf Nurkic,C,20181217,7500.0,1,POR,39.25,5.233333333333333,0,POR,131,LAC,127,28.78,8,12,0.667,0,0,0.0,4,6,0.667,1,2,3,7,2,1,2,5,20,0,0,25.1,122.0,135.0,34.7,9.5,4.8,3.0,12.0,3.3,0.667
Zach Collins,PF/C,20181217,3300.0,0,POR,14.0,4.242424242424242,0,POR,131,LAC,127,16.62,1,4,0.25,0,0,0.0,4,4,1.0,2,2,4,1,0,1,1,4,6,0,0,17.6,127.0,117.0,6.5,16.5,16.5,5.2,14.8,0.0,0.25
Meyers Leonard,PF/C,20181217,3200.0,0,POR,4.5,1.40625,0,POR,131,LAC,127,11.42,1,3,0.333,0,2,0.0,0,0,0.0,0,0,0,2,0,0,1,2,2,0,0,15.2,133.0,75.0,19.6,0.0,0.0,0.0,25.0,0.0,0.33299999999999996
Caleb Swanigan,PF/C,20181217,3000.0,0,POR,0.0,0.0,0,POR,131,LAC,127,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yogi Ferrell,PG/SG,20181217,3100.0,0,SAC,26.25,8.46774193548387,0,MIN,132,SAC,105,23.83,6,9,0.667,1,2,0.5,3,5,0.6,0,3,3,3,0,1,1,0,16,0,0,21.3,125.0,134.0,23.3,14.1,0.0,2.9,8.2,0.0,0.722
De'Aaron Fox,PG,20181217,7300.0,1,SAC,0.75,0.10273972602739727,0,MIN,132,SAC,105,6.03,0,4,0.0,0,2,0.0,0,0,0.0,1,0,1,0,0,0,1,0,0,0,0,34.6,131.0,16.0,0.0,0.0,15.0,0.0,20.0,0.0,0.0
Buddy Hield,SG/SF,20181217,6200.0,1,SAC,26.25,4.233870967741935,0,MIN,132,SAC,105,18.3,7,13,0.5379999999999999,5,10,0.5,2,2,1.0,1,0,1,1,0,0,0,2,21,0,0,31.6,130.0,143.0,13.4,0.0,4.9,0.0,0.0,0.0,0.731
Troy Williams,SF/PF,20181217,3000.0,0,SAC,21.5,7.166666666666667,0,MIN,132,SAC,105,29.63,3,8,0.375,0,4,0.0,0,0,0.0,0,6,6,2,1,2,2,3,6,0,0,14.1,118.0,67.0,9.8,22.6,0.0,4.7,20.0,1.5,0.375
Justin Jackson,SF/PF,20181217,3400.0,0,SAC,17.5,5.147058823529412,0,MIN,132,SAC,105,24.7,4,7,0.5710000000000001,3,4,0.75,0,0,0.0,0,2,2,2,0,0,1,1,11,0,0,13.5,128.0,132.0,12.9,9.0,0.0,0.0,12.5,0.0,0.7859999999999999
Ben McLemore,SG/SF,20181217,3000.0,0,SAC,13.25,4.416666666666667,0,MIN,132,SAC,105,17.78,1,8,0.125,1,5,0.2,4,4,1.0,0,3,3,0,1,0,0,3,7,0,0,22.9,120.0,76.0,0.0,18.8,0.0,0.0,0.0,2.5,0.188
Bogdan Bogdanovic,SG/SF,20181217,5800.0,1,SAC,7.5,1.293103448275862,0,MIN,132,SAC,105,10.37,2,7,0.28600000000000003,1,4,0.25,0,0,0.0,0,2,2,0,0,0,1,2,5,0,0,32.2,125.0,59.0,0.0,21.5,0.0,0.0,12.5,0.0,0.35700000000000004
Nemanja Bjelica,SF/PF,20181217,4400.0,1,SAC,3.5,0.7954545454545454,0,MIN,132,SAC,105,5.17,0,2,0.0,0,0,0.0,0,0,0.0,0,2,2,1,0,0,1,1,0,0,0,24.2,120.0,19.0,24.4,43.2,0.0,0.0,33.3,0.0,0.0
Skal Labissiere,PF/C,20181217,3000.0,0,SAC,18.75,6.25,0,MIN,132,SAC,105,28.72,3,6,0.5,2,3,0.667,1,4,0.25,0,5,5,1,0,1,2,5,9,0,0,14.2,124.0,88.0,5.1,19.4,0.0,2.4,20.5,0.0,0.667
Harry Giles,PF/C,20181217,3000.0,0,SAC,16.75,5.583333333333333,0,MIN,132,SAC,105,21.73,5,9,0.556,0,0,0.0,3,4,0.75,1,0,1,1,1,0,2,4,13,0,0,24.5,126.0,105.0,8.2,0.0,4.2,0.0,15.7,2.1,0.556
Kosta Koufos,C,20181217,3200.0,0,SAC,16.5,5.15625,0,MIN,132,SAC,105,23.05,2,8,0.25,0,0,0.0,0,1,0.0,2,6,8,2,0,0,1,4,4,0,0,17.1,124.0,66.0,12.3,29.1,7.9,0.0,10.6,0.0,0.25
Willie Cauley-Stein,C,20181217,6400.0,1,SAC,4.5,0.703125,0,MIN,132,SAC,105,7.18,0,0,0.0,0,0,0.0,1,2,0.5,0,0,0,1,1,0,0,1,1,0,0,5.1,116.0,150.0,17.6,0.0,0.0,0.0,0.0,6.3,0.0
Derrick White,PG/SG,20181217,3900.0,0,SAS,22.75,5.833333333333333,1,SAS,123,PHI,96,17.33,4,9,0.444,0,1,0.0,0,0,0.0,0,3,3,4,0,3,2,1,8,0,0,30.3,95.0,87.0,29.2,15.7,0.0,13.6,18.2,0.0,0.444
Patty Mills,PG/SG,20181217,3700.0,0,SAS,20.25,5.472972972972973,1,SAS,123,PHI,96,21.18,2,4,0.5,2,4,0.5,2,2,1.0,0,1,1,3,2,1,1,2,8,0,0,13.3,96.0,143.0,15.3,4.3,0.0,3.7,17.0,4.7,0.75
Bryn Forbes,PG/SG,20181217,3900.0,1,SAS,14.0,3.58974358974359,1,SAS,123,PHI,96,23.05,3,7,0.429,0,2,0.0,0,0,0.0,0,2,2,4,0,0,1,3,6,0,0,16.6,108.0,95.0,19.5,7.9,0.0,0.0,12.5,0.0,0.429
DeMar DeRozan,SG/SF,20181217,8100.0,1,SAS,38.0,4.691358024691358,1,SAS,123,PHI,96,29.48,9,16,0.563,0,0,0.0,2,2,1.0,1,5,6,7,0,0,0,1,20,0,0,27.4,105.0,134.0,33.2,15.4,4.9,0.0,0.0,0.0,0.563
Rudy Gay,SF/PF,20181217,6100.0,1,SAS,37.5,6.147540983606557,1,SAS,123,PHI,96,29.6,10,15,0.667,1,5,0.2,0,0,0.0,0,6,6,3,1,1,0,1,21,0,0,24.2,98.0,139.0,14.8,18.4,0.0,2.7,0.0,1.7,0.7
Marco Belinelli,SG/SF,20181217,3800.0,0,SAS,9.75,2.5657894736842106,1,SAS,123,PHI,96,18.57,2,6,0.333,2,6,0.333,0,0,0.0,0,1,1,1,0,0,0,1,6,0,0,15.4,109.0,103.0,5.9,4.9,0.0,0.0,0.0,0.0,0.5
Quincy Pondexter,SF,20181217,3000.0,0,SAS,7.0,2.3333333333333335,1,SAS,123,PHI,96,8.08,1,1,1.0,1,1,1.0,1,2,0.5,0,2,2,0,0,0,0,1,4,0,0,11.1,102.0,192.0,0.0,22.4,0.0,0.0,0.0,0.0,1.5
Dante Cunningham,SF/PF,20181217,3500.0,1,SAS,6.0,1.7142857142857142,1,SAS,123,PHI,96,13.45,0,1,0.0,0,0,0.0,0,0,0.0,0,2,2,0,1,1,1,0,0,0,0,7.1,93.0,0.0,0.0,13.5,0.0,5.9,50.0,3.7,0.0
LaMarcus Aldridge,PF/C,20181217,8000.0,1,SAS,43.0,5.375,1,SAS,123,PHI,96,27.08,8,14,0.5710000000000001,0,0,0.0,4,4,1.0,1,9,10,2,0,3,0,3,20,1,0,27.8,93.0,133.0,10.2,30.1,5.4,8.7,0.0,0.0,0.5710000000000001
Davis Bertans,PF/C,20181217,3500.0,0,SAS,31.0,8.857142857142858,1,SAS,123,PHI,96,24.52,4,6,0.667,3,4,0.75,5,5,1.0,1,5,6,3,1,0,1,1,16,0,0,17.9,99.0,176.0,14.3,18.5,5.9,0.0,10.9,2.0,0.917
Jakob Poeltl,C,20181217,3800.0,0,SAS,14.25,3.75,1,SAS,123,PHI,96,20.92,3,5,0.6,0,0,0.0,2,2,1.0,1,4,5,0,0,0,0,0,8,0,0,13.4,104.0,144.0,0.0,17.3,7.0,0.0,0.0,0.0,0.6
Drew Eubanks,PF/C,20181217,3000.0,0,SAS,8.75,2.9166666666666665,1,SAS,123,PHI,96,6.73,3,3,1.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,0,0,6,0,0,21.3,106.0,203.0,25.8,13.5,0.0,0.0,0.0,0.0,1.0
Donovan Mitchell,PG/SG,20181217,6800.0,1,UTA,45.5,6.6911764705882355,0,HOU,102,UTA,97,39.02,8,22,0.364,2,8,0.25,5,7,0.7140000000000001,1,7,8,5,3,0,4,2,23,0,0,30.2,95.0,92.0,27.8,17.2,3.0,0.0,13.8,3.5,0.409
Ricky Rubio,PG,20181217,6000.0,1,UTA,22.5,3.75,0,HOU,102,UTA,97,35.17,5,10,0.5,2,5,0.4,0,0,0.0,1,3,4,4,1,0,7,3,12,0,0,19.6,103.0,74.0,21.7,8.2,3.3,0.0,41.2,1.3,0.6
Dante Exum,PG/SG,20181217,3200.0,0,UTA,10.25,3.203125,0,HOU,102,UTA,97,19.72,1,6,0.16699999999999998,0,3,0.0,2,2,1.0,0,1,1,1,2,0,1,4,4,0,0,16.2,96.0,65.0,8.2,4.9,0.0,0.0,12.7,4.7,0.16699999999999998
Grayson Allen,PG/SG,20181217,3000.0,0,UTA,0.0,0.0,0,HOU,102,UTA,97,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raul Neto,PG,20181217,3200.0,0,UTA,0.0,0.0,0,HOU,102,UTA,97,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jae Crowder,SF/PF,20181217,4400.0,1,UTA,30.0,6.8181818181818175,0,HOU,102,UTA,97,32.92,3,10,0.3,3,8,0.375,5,5,1.0,1,9,10,1,0,0,2,2,14,1,0,17.5,100.0,109.0,5.3,26.2,3.6,0.0,14.1,0.0,0.45
Royce O'Neale,SF,20181217,3500.0,0,UTA,18.25,5.214285714285714,0,HOU,102,UTA,97,18.45,4,6,0.667,1,2,0.5,0,0,0.0,0,5,5,1,1,0,2,3,9,0,0,17.5,95.0,100.0,12.0,26.0,0.0,0.0,25.0,2.5,0.75
Joe Ingles,SG/SF,20181217,5900.0,1,UTA,15.0,2.542372881355932,0,HOU,102,UTA,97,25.47,2,6,0.333,1,4,0.25,0,2,0.0,0,2,2,6,0,0,4,1,5,0,0,17.3,106.0,67.0,40.1,7.5,0.0,0.0,36.8,0.0,0.41700000000000004
Kyle Korver,SG/SF,20181217,3100.0,0,UTA,8.75,2.82258064516129,0,HOU,102,UTA,97,13.2,1,4,0.25,1,4,0.25,2,3,0.667,0,1,1,0,0,1,0,2,5,0,0,16.3,101.0,105.0,0.0,7.3,0.0,7.4,0.0,0.0,0.375
Thabo Sefolosha,SF/PF,20181217,3100.0,0,UTA,5.0,1.6129032258064515,0,HOU,102,UTA,97,8.07,0,4,0.0,0,1,0.0,0,0,0.0,0,4,4,0,0,0,0,0,0,0,0,20.1,94.0,0.0,0.0,47.6,0.0,0.0,0.0,0.0,0.0
Rudy Gobert,C,20181217,7400.0,1,UTA,49.25,6.655405405405405,0,HOU,102,UTA,97,31.55,6,10,0.6,0,0,0.0,6,6,1.0,5,8,13,4,1,3,1,4,18,1,0,17.5,92.0,152.0,26.6,24.3,18.6,9.3,7.3,1.5,0.6
Derrick Favors,PF/C,20181217,5400.0,0,UTA,14.5,2.685185185185185,0,HOU,102,UTA,97,16.45,2,4,0.5,0,0,0.0,3,6,0.5,3,1,4,1,1,0,2,4,7,0,0,21.2,100.0,97.0,11.2,5.8,21.4,0.0,23.1,2.8,0.5
Ekpe Udoh,C,20181217,3200.0,0,UTA,0.0,0.0,0,HOU,102,UTA,97,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trae Young,PG,20181218,6400.0,1,ATL,29.75,4.6484375,1,ATL,118,WAS,110,26.43,5,11,0.455,3,6,0.5,6,8,0.75,0,3,3,4,1,0,5,2,19,0,0,29.7,107.0,106.0,26.0,12.1,0.0,0.0,25.6,1.8,0.591
Jeremy Lin,PG/SG,20181218,3800.0,0,ATL,24.75,6.5131578947368425,1,ATL,118,WAS,110,23.57,6,12,0.5,0,3,0.0,4,4,1.0,0,3,3,4,0,0,2,4,16,0,0,26.9,111.0,118.0,32.9,13.6,0.0,0.0,12.7,0.0,0.5
Vince Carter,SG,20181218,3100.0,0,ATL,17.0,5.483870967741935,1,ATL,118,WAS,110,20.97,2,5,0.4,2,4,0.5,0,0,0.0,2,4,6,0,2,0,3,4,6,0,0,15.4,99.0,81.0,0.0,20.3,11.2,0.0,37.5,4.5,0.6
Jaylen Adams,PG,20181218,3000.0,0,ATL,0.0,0.0,1,ATL,118,WAS,110,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kent Bazemore,SG/SF,20181218,6300.0,1,ATL,28.5,4.523809523809524,1,ATL,118,WAS,110,30.82,4,10,0.4,2,6,0.333,3,4,0.75,1,3,4,4,0,2,1,4,13,0,0,16.7,107.0,126.0,20.2,10.4,3.8,7.2,7.8,0.0,0.5
Kevin Huerter,SG/SF,20181218,4300.0,1,ATL,23.5,5.465116279069767,1,ATL,118,WAS,110,35.17,4,12,0.333,3,8,0.375,2,2,1.0,0,4,4,2,1,0,2,2,13,0,0,17.0,108.0,100.0,8.7,12.1,0.0,0.0,13.4,1.3,0.45799999999999996
Daniel Hamilton,SG/SF,20181218,3000.0,0,ATL,1.5,0.5,1,ATL,118,WAS,110,7.62,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,5.3,115.0,65.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin Anderson,SF/PF,20181218,3100.0,0,ATL,0.0,0.0,1,ATL,118,WAS,110,1.83,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,2,0,0,0,0.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Collins,PF/C,20181218,7900.0,1,ATL,41.25,5.221518987341772,1,ATL,118,WAS,110,25.2,7,14,0.5,1,2,0.5,5,6,0.833,6,7,13,3,0,0,3,4,20,1,0,31.4,107.0,123.0,24.1,29.6,27.9,0.0,15.3,0.0,0.536
Dewayne Dedmon,PF/C,20181218,5600.0,1,ATL,30.5,5.446428571428572,1,ATL,118,WAS,110,27.45,5,6,0.833,1,1,1.0,2,3,0.667,2,8,10,2,0,1,4,1,13,1,0,16.6,105.0,113.0,12.4,31.1,8.5,4.1,35.3,0.0,0.917
Alex Len,C,20181218,3300.0,0,ATL,25.75,7.803030303030304,1,ATL,118,WAS,110,20.55,3,4,0.75,0,0,0.0,9,10,0.9,2,3,5,1,0,2,2,3,15,0,0,20.4,104.0,155.0,7.8,15.6,11.4,10.9,19.2,0.0,0.75
D'Angelo Russell,PG/SG,20181218,8100.0,1,BRK,50.0,6.172839506172839,1,BRK,115,LAL,110,34.07,9,21,0.429,4,9,0.444,0,0,0.0,0,4,4,13,0,1,4,1,22,1,0,31.9,108.0,105.0,58.5,12.8,0.0,2.8,16.0,0.0,0.524
Spencer Dinwiddie,PG/SG,20181218,7600.0,0,BRK,27.75,3.6513157894736845,1,BRK,115,LAL,110,33.68,6,11,0.545,2,5,0.4,4,7,0.5710000000000001,0,1,1,6,0,0,3,0,18,0,0,22.1,112.0,113.0,24.1,3.2,0.0,0.0,17.6,0.0,0.636
Shabazz Napier,PG/SG,20181218,3300.0,0,BRK,0.0,0.0,1,BRK,115,LAL,110,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Harris,SG/SF,20181218,4900.0,1,BRK,30.5,6.224489795918367,1,BRK,115,LAL,110,37.87,7,13,0.5379999999999999,3,4,0.75,2,2,1.0,1,3,4,2,1,0,0,3,19,0,0,15.9,108.0,137.0,7.2,8.6,2.9,0.0,0.0,1.2,0.654
Jared Dudley,SF/PF,20181218,3200.0,0,BRK,24.25,7.578125,1,BRK,115,LAL,110,24.07,6,8,0.75,1,3,0.333,0,0,0.0,2,3,5,2,1,0,1,1,13,0,0,16.3,105.0,146.0,12.5,13.6,9.1,0.0,11.1,1.9,0.813
DeMarre Carroll,SF/PF,20181218,3800.0,0,BRK,18.25,4.802631578947369,1,BRK,115,LAL,110,23.57,5,12,0.417,3,7,0.429,0,0,0.0,0,3,3,0,0,0,0,1,13,0,0,22.1,110.0,99.0,0.0,13.9,0.0,0.0,0.0,0.0,0.542
Rodions Kurucs,SF/PF,20181218,4000.0,1,BRK,6.75,1.6875,1,BRK,115,LAL,110,17.05,1,5,0.2,1,3,0.333,0,0,0.0,0,1,1,0,0,1,0,4,3,0,0,12.8,105.0,58.0,0.0,6.4,0.0,5.6,0.0,0.0,0.3
Rondae Hollis-Jefferson,PF/C,20181218,5700.0,1,BRK,33.0,5.7894736842105265,1,BRK,115,LAL,110,37.55,5,12,0.417,0,2,0.0,7,9,0.778,0,8,8,3,1,0,1,3,17,0,0,19.6,105.0,108.0,10.2,23.2,0.0,0.0,5.9,1.2,0.41700000000000004
Jarrett Allen,C,20181218,5500.0,1,BRK,24.5,4.454545454545454,1,BRK,115,LAL,110,20.45,3,7,0.429,0,1,0.0,0,1,0.0,0,8,8,1,2,2,2,3,6,0,0,20.1,87.0,64.0,6.4,42.7,0.0,9.4,21.2,4.5,0.429
Ed Davis,PF/C,20181218,3600.0,0,BRK,11.5,3.194444444444444,1,BRK,115,LAL,110,11.7,2,2,1.0,0,0,0.0,0,0,0.0,1,5,6,0,0,0,0,2,4,0,0,7.4,102.0,207.0,0.0,46.6,9.3,0.0,0.0,0.0,1.0
Kenneth Faried,PF/C,20181218,3000.0,0,BRK,0.0,0.0,1,BRK,115,LAL,110,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alec Burks,PG/SG,20181218,4200.0,0,CLE,26.25,6.25,0,CLE,92,IND,91,26.38,5,16,0.313,1,3,0.333,3,3,1.0,0,5,5,1,0,2,0,0,14,0,0,29.8,98.0,91.0,6.3,17.2,0.0,5.1,0.0,0.0,0.344
